PersonRef,PersonID,PersonSystemId,FirstName,LastName,Other Details,Title,Occupation,Office,Residence,IsDeleted,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"LA/31",31,"LA","Gavin","Nisbet",,"Mr",,,"Muirhouse",0,"Involved in trial in 1629.","LEM","05/18/01 11:53:51","jhm","12/05/03 12:31:33"
"LA/310",310,"LA","John","Preston",,"Sir of Valleyfield",,"bailie","Valleyfield",0,"Involved in cases in 1621 and 1624. Probably related to George Preston of Valleyfield LA/1027.","LEM","07/05/01 11:50:59","jhm","01/22/04 12:14:22"
"LA/311",311,"LA","David","Beaton",,"of Balfour",,,"Balfour",0,"Involved in 1621.","LEM","07/05/01 11:56:07","jhm","12/19/03 14:35:38"
"LA/312",312,"LA","John","Melville",,"of Raith",,,"Raith, Fife",0,"Involved in case in 1621.","LEM","07/05/01 11:56:48","jhm","12/02/03 11:38:42"
"LA/313",313,"LA","James","Weymss",,"Sir of Bogie",,,"Fife",0,"Also recorded as fiar of Bogie. Involved in cases and trial in 1621, 1626 and 1630. Father of Sir John Weymess LA/411.","LEM","07/05/01 11:57:22","jhm","12/18/03 15:15:54"
"LA/314",314,"LA","David","Brown",,"of Fynmouth",,,"Fife",0,"Involved in cases in 1626.","LEM","07/05/01 11:57:49","jhm","11/18/03 11:13:03"
"LA/315",315,"LA","George","Boswell",,"of West Mylne",,,"Kirkcaldy, Fife",0,"Involved in case in 1621.","LEM","07/05/01 11:58:46","jhm","11/18/03 10:13:47"
"LA/317",317,"LA","James","Pringle","knight","Sir of Galashiels",,"Sheriff of Selkirk","Galashiels",0,"He seems to have been involved in 1621, 1630 and 1678 so this may be 2 people and the case from 1678 may have been his son of the same name. He was noted ast Sheriff of Selkirk in 1629.","LEM","07/05/01 12:05:22","jhm","01/22/04 12:16:55"
"LA/318",318,"LA","John","Fleming",,"Earl of Wigtown",,,"Wigtown",0,"Involved in cases in 1622. Father to LA/1648.","LEM","07/05/01 12:25:04","jhm","01/07/04 12:08:55"
"LA/319",319,"LA","James","Hamilton",,"Mr",,"Commissary of Glasgow","Glasgow",0,"Involved in case in 1622.","LEM","07/05/01 12:25:43","jhm","11/27/03 12:52:38"
"LA/32",32,"LA","James","Acheson",,,,"burgess","Liberton",0,"Involved in case in 1629. Relative of Katherine Oswald.","LEM","05/18/01 11:54:22","jhm","12/19/03 14:10:32"
"LA/320",320,"LA","Richard","Adinston",,"of that Ilk",,,,0,"Involved in cases in 1622.","LEM","07/05/01 12:31:47","jhm","12/19/03 14:14:59"
"LA/321",321,"LA","Robert","Seton",,"the elder of Tranent",,,"Tranent",0,"Involved in cases in 1622 and 1628.","LEM","07/05/01 12:32:08","jhm","01/22/04 13:45:07"
"LA/322",322,"LA","John","Cuningham",,"of Drumquhasill",,,"Drumquhasill",0,"Involved in case in 1622.","LEM","07/05/01 12:39:45","jhm","01/07/04 11:24:42"
"LA/323",323,"LA","John","Lennox",,"of Barieschogill",,,"Barieschogill",0,"Involved in case in 1622.","LEM","07/05/01 12:40:07","jhm","01/22/04 10:55:31"
"LA/326",326,"LA","John","Campbell","knight","Sir of Lawaris",,,"Ayrshire",0,"Involved in case in 1622. ?Law Castle Ayrshire.","LEM","07/05/01 14:55:00","jhm","01/07/04 10:50:44"
"LA/327",327,"LA","John","Wallace",,"Sir of Cairn Hill",,,"Cairn Hill",0,"?of Cairn Hill. Lauren had Carnel but no such place in Ayrshire, nearest was Cairn Hill which in in Craigie parish. Involved in 1622.","LEM","07/05/01 14:55:37","jhm","12/18/03 14:40:37"
"LA/328",328,"LA","Bryce","Blair",,"of that Ilk",,,,0,"Involved in case in 1622.","LEM","07/05/01 14:56:03","jhm","11/18/03 09:58:53"
"LA/329",329,"LA","David","Dunbar",,"of Intrikine",,"Sheriff Depute of Ayr","Ayr",0,"Involved in cases in 1629.","LEM","07/05/01 14:56:25","jhm","11/20/03 15:53:52"
"LA/33",33,"LA","John","Sandilands",,"Mr","advocate",,,0,"Involved in cases and trial in 1628, 1629 and 1632.","LEM","05/18/01 11:55:15","jhm","12/12/03 14:40:59"
"LA/330",330,"LA","Alexander","Montgomery",,"Earl of Eglington",,,,0,"Involved in cases in 1622 and 1640-50.","LEM","07/05/01 15:00:04","jhm","12/02/03 12:39:30"
"LA/331",331,"LA","Thomas","Wardlaw",,"Mr of Logie",,,"Logie",0,"Involved in cases in 1623.","LEM","07/05/01 15:11:50","jhm","12/18/03 14:45:24"
"LA/332",332,"LA","William","Inglis",,,,"provost","Inverkeithing",0,"Involved in cases in 1623.","LEM","07/05/01 15:12:51","jhm","12/01/03 10:40:37"
"LA/333",333,"LA","John","Davidson",,,,"bailie","Inverkeithing",0,"Involved in cases in 1623 and 1649.","LEM","07/05/01 15:13:22","jhm","11/20/03 14:46:31"
"LA/334",334,"LA","James","Spittal",,"of Blair",,,"Blair",0,"Involved in cases in 1623.","LEM","07/05/01 15:57:22","jhm","12/15/03 12:18:32"
"LA/335",335,"LA","John","Biggar",,"Major of Womett",,,,0,"Involved in cases in 1661-2.","LEM","07/09/01 10:26:19","jhm","11/18/03 09:48:31"
"LA/336",336,"LA","Alexander","Edmonstone",,"brother of the Laird of Woolmet",,,"Woolmet",0,"Involved in case in 1661.","LEM","07/09/01 10:27:35","jhm","01/22/04 14:48:19"
"LA/337",337,"LA","Henry","Haliburton",,"portioner of Gogar",,,"Gogar",0,"Involved in cases in 1661.","LEM","07/09/01 10:28:11","jhm","01/22/04 16:08:02"
"LA/338",338,"LA","Thomas","Baillie",,"elder of Newton",,,"Newton",0,"Involved in cases in 1661.","LEM","07/09/01 10:28:39","jhm","11/12/03 15:16:17"
"LA/339",339,"LA","Robert","Parker","indweller",,,,"Edinburgh",0,"Involved in case in 1661.","LEM","07/09/01 10:29:08","jhm","12/05/03 14:30:21"
"LA/34",34,"LA","Patrik","Carkettill","tolbooth servant",,"servant",,,0,"Involved in cases in 1629.","LEM","05/18/01 12:44:36","jhm","11/20/03 10:44:11"
"LA/340",340,"LA","James","Hodge",,,,,,0,"Involved in cases in 1661.","LEM","07/09/01 10:29:42","jhm","11/27/03 15:51:46"
"LA/341",341,"LA","James","Wickedshaw",,,,,,0,"Involved in cases in 1661.","LEM","07/09/01 10:29:55","jhm","12/18/03 15:23:55"
"LA/342",342,"LA","James","Byres",,,"schoolmaster",,"Newtown",0,"Involved in cases in 1661.","LEM","07/09/01 10:30:06","jhm","11/20/03 10:05:14"
"LA/343",343,"LA","William","Murray",,"Sir of Newton",,,"Newton",0,"Commissioner in 1661-2. Brother of LA/344.","LEM","07/09/01 10:30:39","jhm","12/05/03 10:59:44"
"LA/344",344,"LA","Charles","Murray",,"of Newton",,,"Newton",0,"William Murray's (LA/343) brother. Involved in cases in 1661.","LEM","07/09/01 10:31:11","jhm","12/05/03 10:29:18"
"LA/345",345,"LA","James","Alexander",,,,,,0,"Recorded as ?? to the late Earl of Stirling. Involved in case in 1661.","LEM","07/09/01 12:52:00","jhm","11/12/03 14:25:49"
"LA/346",346,"LA","James","Young",,,,,"Edinburgh area",0,"Involved in cases in 1661.","LEM","07/09/01 13:21:24","jhm","12/19/03 11:30:05"
"LA/347",347,"LA","George","MacKenzie",,"Mr/Sir of Rosehaugh","advocate","Justice Depute/Lord Advocate","Edinburgh",0,"By 1678 he had been promoted and knighted. He was a very prominent state official and a kinsman to George MacKenzie of Tarbat.","LEM","07/09/01 15:27:15","jhm","12/02/03 11:03:29"
"LA/348",348,"LA","John","Cuningham",,,"advocate","Justice Depute",,0,"Involved in cases in 1661-2.","LEM","07/09/01 15:28:17","jhm","01/07/04 11:24:51"
"LA/349",349,"LA","John","Bowman",,,,,"Liberton",0,"Involved in case in 1661.","LEM","07/10/01 11:02:47","jhm","11/18/03 10:37:19"
"LA/35",35,"LA","James","Jonkiesone",,,"tolbooth servant",,,0,"Involved  in 1629. Probably Jenkinson.","LEM","05/18/01 12:45:18","jhm","12/01/03 14:14:07"
"LA/350",350,"LA","Robert","Law",,,,,"Liberton",0,"Involved in cases in 1661.","LEM","07/10/01 11:03:03","jhm","12/01/03 15:27:15"
"LA/351",351,"LA","Robert","Donham",,,,,"Liberton",0,"Involved in cases in 1661.","LEM","07/10/01 11:03:16","jhm","11/20/03 15:07:11"
"LA/352",352,"LA","George","Sheil",,"elder of Liberton",,,"Liberton",0,"Involved in cases in 1661. Note: elder taken to mean title rather than kirk office.","LEM","07/10/01 11:03:40","jhm","12/15/03 09:59:57"
"LA/353",353,"LA","Patrick","Heriot",,"elder of Liberton",,,"Liberton",0,"Involved in cases in 1661. Note: elder is probably a title rather than kirk office.","LEM","07/10/01 11:03:58","jhm","11/27/03 15:48:49"
"LA/354",354,"LA","Ronald","Ritchison",,"elder of Liberton",,,"Liberton",0,"Involved in cases in 1661.","LEM","07/10/01 11:04:49","jhm","12/12/03 11:34:25"
"LA/355",355,"LA","John","Preston",,"Mr of Haltrees","advocate",,"Haltrees, Edinburgh area",0,"Involved in 1661-2, 1669 and 1677-9. Haltrees may be Hartee?","LEM","07/10/01 13:43:44","jhm","01/22/04 12:13:21"
"LA/356",356,"LA","John","Denholm",,"Laird of Muirhouse",,,"Edinburgh",0,"Involved in cases in 1661. May be the same as JO/732.","LEM","07/10/01 13:44:14","jhm","11/20/03 14:51:55"
"LA/357",357,"LA","Alexander","Edgar",,"younger of Peffermill",,,"Edinburgh",0,"Involved in cases in 1661.","LEM","07/10/01 13:44:39","jhm","11/20/03 16:27:54"
"LA/358",358,"LA","William","Robertson",,,,,"South House, Edinburgh",0,"Involved in cases in 1661.","LEM","07/10/01 13:45:10","jhm","01/22/04 12:31:08"
"LA/359",359,"LA","M","Mackaile",,,,,"Liberton",0,"Involved in case in 1661.","LEM","07/10/01 15:25:20","jhm","12/02/03 09:18:53"
"LA/36",36,"LA","John","Aird",,"Mr","minister",,"Newbattle",0,"Minister at Newbattle 1615-1638. Involved in cases in 1629. Also recorded as a witch pricker.","LEM","05/18/01 12:45:55","jhm","12/19/03 14:15:39"
"LA/360",360,"LA","G.","Dalgleish",,,,,"Liberton",0,"Listed as elder - not sure if this was title or as kirk session elder. Involved in case in 1661.","LEM","07/10/01 15:27:38","jhm","11/20/03 14:33:41"
"LA/361",361,"LA","John","Goodall",,,,,"Liberton",0,"Involved in case in 1661.","LEM","07/10/01 15:28:35","jhm","11/25/03 12:41:54"
"LA/362",362,"LA","James","Stewart",,,,,"Liberton",0,"Involved in case in 1661.","LEM","07/10/01 15:29:15","jhm","12/15/03 14:09:59"
"LA/363",363,"LA","Walter","Ayton",,,,,"Liberton",0,"Involved in case in 1661.","LEM","07/10/01 15:29:50","jhm","11/12/03 15:09:08"
"LA/364",364,"LA","Robert","Strachan",,,,,"Edinburgh",0,"Does not seem to have been linked to any cases.","LEM","07/11/01 09:19:53","jhm","12/15/03 15:32:26"
"LA/365",365,"LA","David","Balleny",,,,,"Chone end",0,"No idea where this is or how it is spelt - somewhere in Edinburgh area? Involved in 1661.","LEM","07/11/01 09:47:25","jhm","11/12/03 15:34:06"
"LA/366",366,"LA","John","Howlet",,"elder",,,"Newton",0,"Involved in case in 1661. Note: elder taken to mean title rather than kirk office.","LEM","07/11/01 10:38:03","jhm","12/01/03 10:00:43"
"LA/367",367,"LA","Alexander","Hay",,"elder",,,"Mouchtown",0,"Involved in case in 1661. Note: elder probably a title.","LEM","07/11/01 10:38:29","jhm","11/27/03 14:11:46"
"LA/368",368,"LA","James","Calderwood",,,,,"Dalkeith",0,"Probably  related to the other Dalkeith Calderwoods. Involved in cases in 1661. Possibly the same as JO/548 but probably not.","LEM","07/16/01 09:49:36","jhm","11/20/03 10:19:24"
"LA/369",369,"LA","John","Brown",,,,,,0,"Son of Elspet Graham, c/egd/380. Involved in case in 1661.","LEM","07/16/01 09:50:14","jhm","11/18/03 11:26:40"
"LA/370",370,"LA","William","Chalmer",,,,,"Dalkeith",0,"Involved in case in 1661.","LEM","07/16/01 09:50:38","jhm","11/20/03 11:12:23"
"LA/371",371,"LA","Thomas","Greive",,,,,"Dalkeith area",0,"Involved in case in 1661","LEM","07/16/01 09:51:04","jhm","11/27/03 11:08:25"
"LA/372",372,"LA","John","Cook",,,,,"Dalkeith",0,"Involved in case in 1661.","LEM","07/16/01 09:51:20","jhm","11/20/03 12:32:45"
"LA/373",373,"LA","Mathew","Lawrne",,,,,"Dalkeith",0,"Involved with case in 1661.","LEM","07/16/01 09:51:52","jhm","12/01/03 15:32:41"
"LA/374",374,"LA","James","Douglas",,"of Lugton",,,"Lugton",0,"Involved in case in 1661.","LEM","07/16/01 09:52:16","jhm","11/20/03 15:19:10"
"LA/375",375,"LA","Robert","Porteous",,,,,"Newbattle",0,"Involved in cases in 1649 and 1661.","LEM","07/16/01 10:50:39","jhm","12/05/03 15:23:02"
"LA/376",376,"LA","Walter","Scott",,"of St Leonards",,,"St Leonards",0,"Involved in cases in 1661-2.","LEM","07/16/01 10:51:05","jhm","12/12/03 15:10:55"
"LA/377",377,"LA","James","Rutherford",,"Sir of Smeaton",,,"Smeaton",0,"Involved in case in 1661.","LEM","07/16/01 10:51:55","jhm","12/12/03 14:29:44"
"LA/378",378,"LA","Patrick","Scott",,"of Langshaw",,,"Langshaw",0,"Involved in cases in 1661.","LEM","07/16/01 10:52:14","jhm","12/12/03 15:05:24"
"LA/379",379,"LA","Robert","Dobie",,"of Stanehill",,,"Stanehill",0,"Involved in cases in 1661.","LEM","07/16/01 10:53:49","jhm","01/07/04 11:40:09"
"LA/38",38,"LA","Frances","Baldwyne",,,"Author",,,0,"Cited in 1629 trial.","LEM","05/18/01 12:53:59","jhm","11/12/03 15:30:27"
"LA/380",380,"LA","John","Sheil",,,,,"Dalkeith",0,"Involved in case in 1661.","LEM","07/16/01 15:41:48","jhm","12/15/03 09:59:11"
"LA/381",381,"LA","James","Hogg",,,,,"Dalkeith",0,"May have been from Haddington area. Involved in cases in 1661.","LEM","07/16/01 15:43:35","jhm","11/27/03 15:52:18"
"LA/382",382,"LA","Thomas","Harris",,,,,"Dalkeith area",0,"Involved in case in 1661.","LEM","07/16/01 15:43:59","jhm","11/27/03 14:05:20"
"LA/383",383,"LA","George","Johnston",,"Mr","minister",,"Newbattle",0,"Was earlier  minister at Lochrutton (1654-1660) in Dumfries. Minister here from 1660-62, was deprived but returned in 1687. Involved in cases in 1659 and 1661.","LEM","07/16/01 16:10:46","jhm","01/22/04 10:30:26"
"LA/384",384,"LA","John","Wilson",,,,,"Newbattle",0,"Involved in case in 1661.","LEM","07/16/01 16:11:21","jhm","01/22/04 14:26:31"
"LA/385",385,"LA","Alexander","Edsley",,,,,"Newbattle area",0,"Involved in cases in 1661.","LEM","07/16/01 16:11:50","jhm","11/20/03 16:34:09"
"LA/386",386,"LA","James","Scheill",,,,,,0,"Involved in case in 1661.","LEM","07/16/01 16:21:51","jhm","12/12/03 14:43:38"
"LA/387",387,"LA","Alexander","Dickson",,"elder",,,"Dalkeith",0,"Note: elder may refer to kirk session elder or title. Involved in cases in 1661.","LEM","07/16/01 16:22:13","jhm","11/20/03 14:58:40"
"LA/388",388,"LA","Archibald","Gemmill",,,,"church officer","Dalkeith",0,"Involved in cases in 1661.","LEM","07/16/01 16:23:05","jhm","11/25/03 12:29:16"
"LA/389",389,"LA","Thomas","Calderwood",,"elder",,,"Dalkeith",0,"Involved in case in 1661.","LEM","07/17/01 09:33:33","jhm","11/20/03 10:21:06"
"LA/39",39,"LA","Martin","Delrio",,,"author",,,0,"Cited in trials in 1622 and 1629.","LEM","05/18/01 12:54:26","jhm","11/20/03 14:50:07"
"LA/390",390,"LA","Thomas","Chalmer",,"Mr","school master",,"Dalkeith",0,"Involved in cases in 1661.","LEM","07/17/01 10:21:15","jhm","11/20/03 11:10:45"
"LA/391",391,"LA","John","Dobie",,"elder",,,"Dalkeith",0,"Note: elder may refer to title or kirk elder. Involved in cases in 1661.","LEM","07/17/01 10:22:46","jhm","11/20/03 15:02:03"
"LA/392",392,"LA","Thomas","Hogg",,,,"officer","Dalkeith",0,"Involved in cases in 1661.","LEM","07/17/01 10:23:43","jhm","11/27/03 15:52:46"
"LA/393",393,"LA","Thomas","Elder",,"elder",,,"Dalkeith",0,"Note: elder may be title or kirk elder. Involved in cases in 1661.","LEM","07/17/01 10:38:25","jhm","11/20/03 16:35:45"
"LA/394",394,"LA","John","Watson",,,,,"Dalkeith area",0,"Involved with cases in 1649 and 1661.","LEM","07/17/01 10:54:22","jhm","12/18/03 14:51:54"
"LA/395",395,"LA","John","Steven",,,,,"Dalkeith",0,"Involved in case in 1661.","LEM","07/17/01 11:01:00","jhm","12/15/03 12:24:38"
"LA/396",396,"LA","John","Ramsay",,,"witchpricker",,"Ormiston",0,"Involved in cases in 1661.","LEM","07/17/01 12:31:35","jhm","12/12/03 10:13:33"
"LA/397",397,"LA","Robert","Dunlop",,,,,"Dalkeith",0,"Involved in trial in 1661.","LEM","07/17/01 12:56:47","jhm","11/20/03 16:18:21"
"LA/398",398,"LA","Robert","Bruce",,"of Blairhall",,"bailie","Culross",0,"Involved in cases in 1624.","LEM","07/17/01 15:59:29","jhm","11/18/03 12:54:13"
"LA/399",399,"LA","Robert","Colville",,,"minister",,"Culross",0,"Involved in cases in 1624.","LEM","07/17/01 16:01:25","jhm","11/20/03 12:28:13"
"LA/4",4,"LA","Thomas","Corsbie",,,,"bailie","Dunbar",0,"Involved in case in 1629.","LEM","05/17/01 10:04:22","jhm","11/20/03 12:40:20"
"LA/400",400,"LA","George","Bruce",,"apparand of Carnock",,,"Carnock",0,"Involved in 1629 cases.","LEM","07/18/01 09:43:29","jhm","12/19/03 14:48:53"
"LA/401",401,"LA","Thomas","Martin",,"of Cambo",,,"Cambo",0,"Involved in case in 1625.","LEM","07/18/01 11:51:43","jhm","12/02/03 09:54:25"
"LA/402",402,"LA","Alexander","Cuningham",,"of Barns",,,"Barns, Fife",0,"Involved in case in 1625. ?same as LA/276.","LEM","07/18/01 11:52:15","jhm","11/20/03 14:28:12"
"LA/403",403,"LA","James","Monypenny",,"of Pitmilly",,,"Pitmilly, Fife",0,"Involved in case in 1625.","LEM","07/18/01 11:52:33","jhm","12/02/03 12:50:33"
"LA/404",404,"LA","William","Pitcairn",,"of Forthar",,,"Forthar",0,"Involved in 1626 and 1662. Father of James Pitcairn (JO/1403) minister at Kettle who was involved in later investigations.","LEM","07/18/01 11:57:07","jhm","12/05/03 15:18:30"
"LA/405",405,"LA","James","Clerk",,"of Balbirnie",,,"Balbirnie, Fife",0,"Involved in cases in 1626-30.","LEM","07/18/01 11:57:31","jhm","11/20/03 11:31:37"
"LA/406",406,"LA","John","Boswell",,"of Pittedie",,,"Pittedie",0,"Involved in cases in 1626.","LEM","07/18/01 11:57:51","jhm","12/19/03 14:43:14"
"LA/407",407,"LA","William","Sinclair",,"Lord (Baron) of Berriedale",,,"Berriedale",0,"Involved in case in 1626.","LEM","07/18/01 12:02:26","jhm","12/15/03 10:40:52"
"LA/409",409,"LA","John","Ayton",,"Mr of Kinaldie",,,"Kinaldie, Fife",0,"Involved in 1626 cases.","LEM","07/18/01 12:09:47","jhm","12/19/03 14:28:45"
"LA/41",41,"LA","David","Bowman",,,,,"South Houses",0,"Involved in cases in 1661.","LEM","05/18/01 12:55:52","jhm","11/18/03 10:35:56"
"LA/411",411,"LA","John","Weymss",,"Sir of that Ilk",,,"Wemyss",0,"Involved in case in 1626.","LEM","07/18/01 12:46:09","jhm","12/18/03 15:17:17"
"LA/412",412,"LA","John","Sinclair",,"of Ratter",,,"Ratter",0,"Involved in cases in 1626, 1629 and 1633.","LEM","07/18/01 13:02:00","jhm","12/15/03 10:28:12"
"LA/413",413,"LA","John","Sinclair",,"of Dunbeath",,,"Dunbeath",0,"Involved in cases in 1598, 1626, 1629 and 1636. Given the date range it is possible that this was two different men ?father and son.","LEM","07/18/01 13:02:19","jhm","12/15/03 10:30:01"
"LA/414",414,"LA","Robert","Munro",,"Mr",,"Commissary of Caithness","Caithness",0,"Involved in cases in 1626.","LEM","07/18/01 13:03:05","jhm","01/22/04 11:49:53"
"LA/415",415,"LA","Alexander","Sutherland",,,,,"Caithness",0,"Involved in cases in 1626. May be the same as or related to the other Alexander Sutherlands (LA/1736, LA/1741 and LA/1745).","LEM","07/18/01 13:03:32","jhm","12/17/03 10:23:06"
"LA/416",416,"LA","David","Crystie",,,,"bailie","Dysart",0,"Involved in cases in 1630.","LEM","07/18/01 15:52:07","jhm","11/20/03 14:09:18"
"LA/417",417,"LA","Alexander","Simpson",,,,"bailie","Dysart",0,"Involved in cases in 1630. See also LA/1209 - may be the same or related.","LEM","07/18/01 15:52:50","jhm","12/15/03 10:16:10"
"LA/418",418,"LA","John","Charters",,"of Amisfield",,"sheriff","Amisfield, Dumfries",0,"Involved in cases in 1628-30 and 1636.","LEM","07/18/01 16:03:28","jhm","11/20/03 11:17:22"
"LA/419",419,"LA","Robert","Crichton",,"of Ryhill",,"sheriff","Dumfries",0,"Involved in cases in 1638.","LEM","07/18/01 16:04:05","jhm","11/20/03 14:01:37"
"LA/42",42,"LA","John","Spottiswoode",,,"minister","Archbishop of St Andrews",,0,,"LEM","05/18/01 12:56:42","jhm","01/22/04 14:04:16"
"LA/420",420,"LA","Archibald","Tod",,,,"bailie","Leith",0,"Involved in cases in 1628 and 1630.","LEM","07/19/01 09:38:14","jhm","12/17/03 11:19:12"
"LA/421",421,"LA","John","Cranstoun",,"Mr","minister",,"South Leith (Restalrig)",0,"Involved in case in 1628. Minister 1627-1629.","LEM","07/19/01 09:38:36","jhm","01/07/04 16:13:39"
"LA/422",422,"LA","Alexander","Veitch",,,,,"Horsburgh",0,"Involved in case in 1629.","LEM","07/19/01 10:25:29","jhm","01/22/04 14:17:56"
"LA/423",423,"LA","Henry","Adamson",,"Mr",,,"Perth",0,"Involved in case in 1628.","LEM","07/19/01 10:30:59","jhm","12/19/03 14:11:15"
"LA/424",424,"LA","Hugh","Douglas",,"Mr",,"bailie","Niddry",0,"Involved in case in 1628.","LEM","07/19/01 10:35:45","jhm","01/07/04 11:42:23"
