Year,County,Waterbody,Town,Month,Number,Species,Size (Inches)
2015,Hamilton,Eighth Lake,Inlet,May,1100,Lake Trout,6.4
2014,St Lawrence,Pine Pond,Piercefield,October,600,Brook Trout,4.1
2016,Clinton,North Branch Saranac River,Black Brook and Saranac,May,250,Brown Trout,13.4
2012,Ulster,Sawkill Creek,Woodstock,April,80,Brown Trout,13.7
2013,Jefferson,Lake Ontario,Henderson,May,39990,Brown Trout,7.9
2013,Hamilton,Metcalf Lake,Morehouse,September,1200,Brook Trout,3.7
2018,Greene,Catskill Creek,Cairo,April,300,Brown Trout,13
2012,Essex,Fish and Game Club Pond,Westport,May,175,Rainbow Trout,18
2016,Niagara,Lake Ontario,Newfane,April,12500,Rainbow Trout,9.3
2013,Onondaga,Limestone Creek,NA,April,605,Brown Trout,12.7
2018,Essex,West Branch Ausable River,North Elba,May,2960,Brown Trout,8
2014,Hamilton,West Branch Sacandaga River,Wells,May,740,Brown Trout,8.2
2014,Niagara,Lake Ontario,Newfane,May,41230,Lake Trout,6.4
2013,Warren,North Creek Rec. Pond,Johnsburg,April,250,Rainbow Trout,10
2015,Tioga,Cayuta Creek,Barton,April,330,Brown Trout,12.8
2014,Washington,Batten Kill,Salem,May,2160,Brown Trout,8.1
2015,Allegany,Clarksville Town Pond,Clarksville,March,180,Brook Trout,9
2018,St Lawrence,Grass River,Russell,June,780,Brown Trout,8.1
2017,Sullivan,Callicoon Creek East Branch,Delaware,May,290,Brown Trout,9.1
2011,Hamilton,Eagles Nest Pond,Inlet,September,300,Brook Trout,4.1
2016,Chautauqua,Goose Creek,"N Harmony, Harmony",May,100,Brown Trout,13.5
2016,Washington,Whipple Brook,Cambridge,March,320,Brook Trout,8.3
2013,Allegany,Chautauqua Lake,NA,July,301,Paddlefish,0.6
2015,Monroe,Genesee River,Rochester,April,8580,Steelhead,5.1
2015,Warren,Lake George,Hague,October,750,Landlocked Salmon,10.1
2016,Ulster,Rondout Creek,Wawarsing,April,1650,Rainbow Trout,9.1
2012,Ulster,Rondout Creek,Wawarsing,April,1330,Brown Trout,8.8
2017,Orange,Walton Lake,Monroe,October,90,Brown Trout,15.6
2014,Essex,Eagle Lake,TICONDEROGA,October,3000,Brown Trout,10
2011,Fulton,Mud Lake,Bleecker,October,200,Brook Trout,4.8
2011,Ulster,Sandburg Creek,Wawarsing,April,100,Brown Trout,13.1
2013,Putnam,Peekskill Hollow Brook,Putnam Valley,April,580,Brown Trout,8.7
2015,Nassau,Massapequa Reservoir,Oyster Bay,April,600,Rainbow Trout,9
2011,Ontario,Canandaigua Outlet,Phelps / Manchester,March,6940,Brown Trout,8.1
2013,Essex,Vanderwacker Pond,North Hudson,May,220,Brown Trout,8.5
2012,Rensselaer,Long Pond,Grafton,April,1000,Rainbow Trout,9.4
2018,Wyoming,Perry Park Pond,Perry,April,100,Brook Trout,9.2
2014,Clinton,North Branch Saranac River,Black Brook and Saranac,May,750,Brown Trout,8.7
2014,Suffolk,Fort Pond,East Hampton,June,4000,Walleye,1.4
2012,Onondaga,Limestone Creek(West Branch),NA,March,300,Brown Trout,8
2018,Essex,West Branch Ausable River,North Elba,May,800,Brown Trout,12
2016,Dutchess,Ten Mile River,Amenia,April,100,Brown Trout,13.5
2012,Oswego,Beaverdam Brook,Albion,November,122200,Steelhead,3.2
2016,Hamilton,Eighth Lake,Inlet,January,1100,Lake Trout,6.5
2012,Fulton,East Canada Creek,"Oppenheim, Stratford",May,1060,Brown Trout,8.4
2013,Franklin,Stony Brook,Bangor,April,250,Brown Trout,8.4
2011,Cattaraugus,Ischua Creek,Franklinville,April,400,Brown Trout,13.5
2018,Warren,Racket Pond,Hague,September,160,Brook Trout,4.3
2013,Allegany,Genesee River,Wellsville,March,1820,Brown Trout,8.4
2014,Tompkins,Cayuga Lake,Ithaca (T),May,8500,Landlocked Salmon,7.1
2012,Cattaraugus,Paisley Park Pond,Randolph,March,50,Brook Trout,8.5
2013,Cortland,Otselic River,Cincinnatus,March,2240,Brown Trout,8.3
2013,Warren,Glen Creek,Johnsburg,May,290,Brown Trout,8
2011,Sullivan,Mongaup River,Bethel,April,640,Brown Trout,8.3
2015,Hamilton,Bear Lake,Morehouse,September,400,Brook Trout,4.3
2017,Orleans,Oak Orchard Creek,Carlton,May,3600,Steelhead,4
2012,Sullivan,Willowemoc Creek,Rockland,April,1600,Brown Trout,8.7
2011,Herkimer,West Canada Creek,"Fairfield, Herkimer, Newport",April,5000,Brown Trout,8.3
2016,Chautauqua,Lake Erie,Westfield,April,8450,Brown Trout,8.4
2013,Jefferson,Grass Lake,Theresa,May,960000,Walleye,0.4
2013,Essex,Rhododendron Pond,Keene,September,200,Brook Trout,4.8
2016,Monroe,Lake Ontario,Hamlin,April,2550,Rainbow Trout,8.6
2011,Nassau,Massapequa Reservoir,Oyster Bay,November,700,Brown Trout,11.2
2016,Essex,Black Pond,Minerva,January,400,Brook Trout,5
2013,Herkimer,Bear Pond,Webb,October,650,Brook Trout,4
2015,Franklin,Boy Scout Clear Pond,Duane,May,360,Splake,8
2017,Wyoming,Cattaraugus Creek,Java,April,400,Brown Trout,13.2
2016,Onondaga,Fabius Brook,NA,April,900,Brook Trout,9
2011,Onondaga,Finger Lakes National Forest ponds,NA,May,275,Rainbow Trout,12.1
2016,Sullivan,Callicoon Ck North Branch,Callicoon,May,130,Brown Trout,9
2013,Greene,Schoharie Creek,Jewett,April,360,Brown Trout,8.4
2014,Hamilton,Cranberry Pond,Indian Lake,September,500,Brook Trout,3.2
2011,Hamilton,Handsome Pond,Long Lake,October,1300,Brook Trout,4
2013,Cattaraugus,Ischua Creek,Franklinville,April,800,Brown Trout,9
2012,Essex,Mirror Lake,North Elba,May,1300,Rainbow Trout,8.9
2012,Essex,Lake Placid,North Elba,March,1000,Rainbow Trout,14
2013,Onondaga,Nine Mile,NA,April,650,Brown Trout,12.1
2013,Onondaga,9- mile creek,NA,May,200,Rainbow Trout,9.4
2017,Wyoming,Cattaraugus Creek,Java,March,1980,Brown Trout,9
2018,Delaware,Big Pond,Andes,September,10,Brown Trout,15.8
2016,Steuben,Meads Creek,Campbell,March,300,Brown Trout,13.7
2016,Onondaga,Limestone Creek,NA,April,1200,Brown Trout,8
2018,Monroe,Lake Ontario,Greece,May,11745,Brown Trout,8.9
2011,Warren,Brant Lake,Horicon,April,3300,Rainbow Trout,8.8
2018,Orleans,Waterport Reservoir,Waterport,June,6605,Walleye,1.5
2017,Herkimer,Nicks Lake,Webb,May,1650,Brown Trout,8
2017,Tompkins,Cayuga Lake,Ithaca (T),May,6652,Landlocked Salmon,6.9
2017,Otsego,Schenevus Creek,Maryland,April,500,Brown Trout,12.2
2013,Sullivan,Neversink River,Fallsburg,May,850,Brook Trout,8.9
2012,Orange,Shawangunk Kill,Crawford,March,1330,Brown Trout,8.5
2016,Onondaga,Butternut Creek,NA,April,450,Brown Trout,13
2015,Chemung,Wyncoop Creek,Baldwin,March,340,Brown Trout,8.7
2011,Franklin,Follensby Clear Pond,Santa Clara,May,300,Landlocked Salmon,6
2018,Allegany,Genesee River,Wellsville,March,2180,Brown Trout,8.9
2015,Dutchess,Crum Elbow Creek,Hyde Park,March,680,Brown Trout,8.3
2014,Herkimer,Fourth Lake,Webb,June,12350,Landlocked Salmon,2.1
2017,Warren,Glen Creek,Johnsburg,April,580,Brown Trout,8
2018,Hamilton,Pea Pond,Morehouse,September,160,Brook Trout,5
2011,Allegany,Allen Lake,Allen,October,50,Brown Trout,24
2012,Columbia,Kinderhook Creek,New Lebanon,March,1380,Brown Trout,8.4
2016,Hamilton,Kings Pond,Arietta,January,150,Brook Trout,4.5
2018,Wayne,S. Sanford (cooperator- Otsego,Wolcott,May,0,Walleye,0.3
2016,Jefferson,Stony Creek,Henderson,April,20700,Steelhead,4.7
2014,Tioga,Cayuta Creek,Barton,April,1930,Brown Trout,9.2
2012,Dutchess,Ten Mile River,Amenia,April,100,Brown Trout,13.6
2015,Fulton,Bacon Brook,Oppenheim,May,210,Brown Trout,7.9
2013,Franklin,Green Pond,Santa Clara,October,1400,Brook Trout,4.8
2015,Delaware,Delaware River East Branch,Roxbury,May,90,Brown Trout,8.8
2014,Saratoga,Kayaderosseras Creek,Milton,April,1980,Brown Trout,7.6
2012,Ontario,Canandaigua Lake,Canandaigua (T),April,7090,Brown Trout,8.8
2012,Suffolk,West Lake,Brookhaven,April,200,Brown Trout,13.5
2016,Warren,Roaring Branch,Stony Creek,April,400,Brook Trout,10
2016,Franklin,Bear Pond,Harrietstown,October,1400,Brook Trout,5.5
2015,Essex,Saranac River,St. Armand,May,100,Brown Trout,13.4
2017,Onondaga,Green Lakes,NA,May,2000,Rainbow Trout,9.6
2018,Suffolk,Carlls River,Babylon,March,90,Brown Trout,9.2
2015,Cattaraugus,Red House Lake,NA,October,25,Brown Trout,27.5
2014,Lewis,Indian River,"Diana, Wilna",April,1290,Brown Trout,8.3
2018,Genesee,Oatka Creek,Le Roy,April,700,Brown Trout,13.6
2011,Hamilton,Bear Pond,Arietta,September,150,Brook Trout,4.1
2014,Putnam,Croton River East Branch,Patterson,March,1760,Brown Trout,9
2016,Warren,Buttermilk Pond,Horicon,January,600,Brook Trout,5
2016,Allegany,Clarksville Town Pond,Clarksville,May,160,Brook Trout,10
2013,Onondaga,Limestone Creek,NA,April,465,Brown Trout,7.7
2014,Delaware,Mud Pond,Colchester,May,240,Rainbow Trout,8.9
2018,Sullivan,Mongaup Creek,Rockland,May,220,Brown Trout,9.1
2018,Onondaga,Nine Mile,NA,April,2000,Brown Trout,7.8
2017,Hamilton,Mccombs Pond,Wells,September,300,Brook Trout,5
2018,Sullivan,Callicoon Ck North Branch,Callicoon,May,260,Brown Trout,8.9
2011,Cattaraugus,Quaker Run,Cold Spring,May,850,Brown Trout,9.2
2018,Franklin,Conley Line Pond,Harrietstown,September,60,Brook Trout,4
2011,Cattaraugus,Ischua Creek,Franklinville,April,1190,Brown Trout,8.9
2018,Essex,West Branch Ausable River,North Elba,October,500,Brook Trout,6
2015,Suffolk,Belmont Lake,Babylon,April,1000,Rainbow Trout,9
2015,Suffolk,Carmans River,Brookhaven,April,390,Brown Trout,8.8
2014,Herkimer,Wolf Pond,Webb,September,300,Brook Trout,4.4
2015,Cattaraugus,Elton Creek,Freedom,May,860,Brown Trout,9.4
2011,Oneida,Black River,Forestport,June,850,Brown Trout,8.8
2015,Cortland,Otselic River,Cincinnatus,April,370,Brown Trout,12.4
2013,Jefferson,South Sandy Creek,Ellisburg,May,100000,Chinook,3
2016,Tioga,East Branch Owego Creek,"Berkshire, Richford",May,2070,Brown Trout,8.1
2017,Herkimer,Big Moose Lake,Webb,April,200,Lake Trout,6.6
2012,Essex,East Branch Ausable River,Jay & Keene,April,3000,Rainbow Trout,8.3
2014,Monroe,Lake Ontario,Webster,September,57210,Lake Herring (Cisco),0.3
2013,Oneida,Fish Creek West Branch,"Annsville, Camden",May,200,Brown Trout,11
2016,Hamilton,Benedict Creek,Inlet,January,260,Brook Trout,8.5
2013,Otsego,Schenevus Creek,Maryland,May,1090,Brown Trout,9
2015,Franklin,Chateaugay River,Chateaugay,June,400,Rainbow Trout,9.8
2018,Essex,Hudson River,Minerva,May,2000,Brown Trout,7.1
2014,Onondaga,Butternut Creek,NA,April,1200,Brown Trout,8
2012,Delaware,Mud Pond,Colchester,May,300,Rainbow Trout,9
2018,Warren,Up Yonda Farm,Bolton,May,10,Brook Trout,9.75
2011,Otsego,Canadarago Lake,Exeter,August,40000,Walleye,4.4
2017,Monroe,Oatka Creek,Wheatland,May,910,Brown Trout,9.6
2015,Hamilton,South Branch West Canada Creek,"Hoffmeister,Morehouseville",May,1750,Brook Trout,9.3
2017,Warren,Hudson River,Johnsburg,April,1000,Rainbow Trout,9
2011,Essex,Oliver Pond,Schroon,May,590,Brown Trout,8.3
2011,Essex,Trout Brook,Ticonderoga,May,250,Brown Trout,8.3
2013,Herkimer,Fourth Lake,Webb,May,4300,Landlocked Salmon,6.6
2018,Hamilton,Mosquito Pond,Long Lake,September,240,Brook Trout,5
2011,Lewis,Oswegatchie River West Branch,Croghan,May,610,Brook Trout,9.4
2018,Oneida,Fish Creek West Branch,"Annsville, Camden",May,200,Brown Trout,13.2
2016,Niagara,Eighteenmile Creek,Newfane,May,67100,Chinook,3.2
2013,Madison,Limestone Creek,Cazenovia,April,870,Brown Trout,7.8
2015,Washington,Upper Black Mountain Pond,Dresden,September,100,Brook Trout,4.6
2016,Delaware,Little Delaware River,Bovina,April,340,Brown Trout,8.9
2013,St Lawrence,West Branch St. Regis River,Parishville and Stockholm,May,3270,Brown Trout,8.5
2014,St Lawrence,Bog River,Piercefield,May,750,Brook Trout,8.3
2013,Franklin,Rock Pond,Harrietstown,October,600,Brook Trout,3.9
2016,Franklin,Lake Kushaqua,Loon Lake,April,730,Lake Trout,6.9
2016,Sullivan,Ten Mile River,Cochecton,April,390,Brown Trout,8.9
2014,Clinton,Salmon River,Peru,May,75,Brown Trout,13.7
2014,Essex,Henderson Lake,Newcomb,October,4700,Brook Trout,3.9
2011,Columbia,Kinderhook Creek,New Lebanon,April,1860,Brown Trout,8.2
2013,Oswego,Little Salmon River,Mexico,May,3890,Steelhead,6.2
2013,Hamilton,Indian River,Indian Lake,May,1130,Brown Trout,8.1
2016,Hamilton,Raquette Lake,Long Lake,January,5000,Lake Trout,6.5
2016,Tompkins,Cayuga Lake,Ithaca (T),May,15000,Lake Trout,9.2
2018,Orange,Ramapo River,Tuxedo,April,400,Brown Trout,13.1
2012,Cattaraugus,Great Valley Creek,Ellicottville,March,400,Brown Trout,8
2016,Delaware,Beaver Kill,Colchester,April,1810,Brown Trout,9
2016,Chenango,Bowman Lake,Mcdonough,January,610,Brook Trout,8
2018,Cayuga,Sterling Creek,Sterling,April,4600,Steelhead,4.7
2011,Allegany,Dyke Creek,Andover,May,1020,Brown Trout,8.4
2015,Nassau,Upper Twin Pond,Hempstead,October,800,Brown Trout,11.9
2012,Washington,Upper Black Mountain Pond,Dresden,November,100,Brook Trout,4.8
2018,Oneida,Black River,"Boonville, Forestport",April,5740,Brown Trout,8
2014,Rensselaer,Kinderhook Creek,Nassau,May,2500,Brown Trout,8.3
2016,Schuyler,Potomac Pond,Hector,May,450,Brook Trout,9.4
2011,Essex,Five-mile Run,Ticonderoga,April,100,Brown Trout,14
2018,Franklin,Lake Colby,NA,November,90,Landlocked Salmon,27
2016,Essex,North Branch Boquet River,Lewis,March,500,Brown Trout,12
2017,Oneida,Fish Creek West Branch,"Annsville, Camden",May,200,Brown Trout,13
2018,Chemung,Park Station Pond,Erin,April,450,Brown Trout,13.2
2014,Hamilton,Lake Pleasant,Lk Pleasant,May,1380,Brown Trout,9
2014,Franklin,Tupper Lake,Altamont,May,3000,Landlocked Salmon,6.9
2011,Essex,West Branch Ausable,North Elba,May,600,Rainbow Trout,14
2011,Sullivan,Callicoon Creek East Branch,Delaware,April,180,Brown Trout,13.4
2012,Franklin,Hatch Brook,Bellmont,May,400,Brown Trout,9.2
2013,Monroe,Lake Ontario,Greece,May,19630,Brown Trout,8.5
2013,Warren,Lower Siamese Lake,Johnsburg,May,500,Rainbow Trout,9.1
2015,Dutchess,Fishkill Creek,"Beacon, Fishkill",April,170,Brown Trout,8.1
2015,Lewis,Otter Creek,Greig,May,2230,Brown Trout,7.9
2018,Herkimer,Little Salmon Lake,Ohio,September,800,Brook Trout,5
2012,Essex,Willsboro Club Pond 2,Willsboro,April,100,Rainbow Trout,8.7
2014,Warren,Puffer Pond,Johnsburg,October,1000,Brook Trout,4.1
2014,Chenango,Genegantslet Creek,Greene,April,1850,Brown Trout,8
2016,Oswego,Black Creek,Scriba,April,430,Brown Trout,8
2013,Herkimer,Little Salmon Lake,Ohio,September,300,Brook Trout,4.1
2013,Broome,Nanticoke Creek,Union,April,290,Brown Trout,13.3
2018,Ulster,Sandburg Creek,Wawarsing,April,100,Brown Trout,13
2014,Suffolk,Carmans River,Brookhaven,April,320,Rainbow Trout,8.9
2013,Clinton,North Branch Saranac River,Black Brook and Saranac,May,250,Brown Trout,13.2
2014,St Lawrence,Church Pond,Colton,October,400,Brook Trout,4.1
2016,St Lawrence,Cat Mountain Pond,Clifton,October,400,Brook Trout,4
2015,Chenango,Genegantslet Creek,Mcdonough,April,390,Brown Trout,7.9
2018,Greene,Batavia Kill,Ashland,May,870,Brown Trout,9.1
2017,Orange,Shingle Kill,Deerpark,March,830,Brown Trout,8.9
2012,Ulster,Sawkill Creek,Woodstock,May,180,Brown Trout,8.8
2017,Hamilton,First Lake,Indian Lake,May,600,Rainbow Trout,8
2012,Niagara,Eighteenmile Creek,Newfane,April,3500,Steelhead,4.9
2017,Oswego,South Branch Grindstone Creek,Richland,November,2000,Brook Trout,5.9
2014,Cattaraugus,Five Mile Creek,Allegany,April,2550,Brown Trout,8.9
2016,Warren,Crandall Park Pond,Glens Falls,March,75,Rainbow Trout,8
2016,Lewis,Forestry Pond,Lowville,January,220,Brook Trout,8.5
2012,Suffolk,Southards Pond,Babylon,March,150,Brown Trout,13.4
2017,Ulster,Rondout Creek,Wawarsing,April,1650,Rainbow Trout,9.1
2014,Franklin,Big Pine Pond,Harrietstown,May,250,Lake Trout,6.9
2012,Warren,Crandall Park,Glens Falls,May,300,Rainbow Trout,15.77
2015,Cattaraugus,Birch Run Pond #1,Allegany,April,180,Brook Trout,9.2
2012,Rensselaer,Walloomsac River,Hoosick,May,270,Brown Trout,8.4
2016,Seneca,Seneca Lake,Fayette,April,13400,Lake Trout,8.9
2013,Allegany,Dyke Creek,Andover,May,870,Brown Trout,8.9
2011,Clinton,Black Brook,"Black Brook, Wilmington, Jay",May,550,Brown Trout,9.7
2014,Hamilton,Handsome Pond,Long Lake,September,3700,Brook Trout,3.5
2011,Cattaraugus,Ischua Creek,Franklinville,April,140,Brook Trout,9.2
2017,Warren,Mill Creek,Johnsburg,April,500,Brook Trout,9.8
2014,Allegany,"Dodge Creek, T17",Clarksville,March,350,Brook Trout,8.7
2012,Cattaraugus,Five Mile Creek,Allegany,April,2570,Brown Trout,8.2
2014,Suffolk,Connetquot River,Islip,April,160,Rainbow Trout,8.9
2013,Warren,Eagle Pond,Johnsburg,September,100,Brook Trout,4.1
2015,Oswego,Lake Ontario,Richland,May,30810,Brown Trout,7.3
2014,Westchester,Mianus River,Bedford,March,700,Brown Trout,8.8
2018,Sullivan,Willowemoc Creek,Rockland,May,120,Brown Trout,13.1
2011,Monroe,Lake Ontario,Hamlin,May,4660,Rainbow Trout,9.2
2018,Hamilton,Misery Pond,Morehouse,September,360,Brook Trout,5
2014,Hamilton,Split Rock Lake,Morehouse,September,700,Brook Trout,3.2
2014,Rensselaer,Poesten Kill,Poestenkill,May,250,Brown Trout,8.2
2015,Cattaraugus,Crandall Pond,Ashford,April,260,Brook Trout,9.2
2014,Sullivan,Callicoon Ck North Branch,Callicoon,April,470,Brown Trout,8.7
2018,Chemung,Cayuta Creek,Van Etten,April,770,Brown Trout,12.9
2018,Hamilton,Lost Lake,Arietta,September,160,Brook Trout,5
2012,Greene,Schoharie Creek,"Jewett, Hunter",May,1060,Brown Trout,8.8
2012,Onondaga,Onondaga Creek,NA,April,300,Brown Trout,13
2013,Chenango,Mill Brook,Oxford,October,800,Brown Trout,4.8
2015,Onondaga,Geddes Brook,NA,May,150,Rainbow Trout,10.7
2018,Onondaga,Spafford Brook,NA,March,325,Brown Trout,7.8
2018,St Lawrence,Bridgebrook Pond,Piercefield,September,1590,Brook Trout,4.5
2012,Chautauqua,Lake Erie,Sheridan,April,8870,Brown Trout,8.2
2013,Erie,Lake Erie,Buffalo,April,1000,Rainbow Trout,9.3
2014,Essex,Norton Brook,Keene,May,250,Brown Trout,8.1
2013,Sullivan,Callicoon Creek East Branch,Delaware,May,250,Brown Trout,9
2012,Herkimer,Ransom Brook,Manheim,April,270,Brown Trout,8
2012,St Lawrence,Hedgehog Pond,Colton,November,190,Brook Trout,4.3
2014,Suffolk,Connetquot River,Islip,April,180,Brown Trout,8.9
2015,Ontario,Canandaigua Outlet,Phelps / Manchester,April,160,Brown Trout,13.3
2017,Niagara,Eighteenmile Creek,Newfane,April,6500,Steelhead,4.8
2011,Steuben,Cohocton River,Avoca,March,1360,Brown Trout,8.6
2018,Oneida,Mohawk River East Branch,Ava,April,830,Brown Trout,8
2018,Steuben,Post Creek,Hornby,April,520,Brown Trout,8.9
2012,Madison,Sangerfield River,Hamilton,May,530,Brown Trout,9.6
2018,Allegany,Genesee River,Amity,April,3180,Brown Trout,9
2018,Clinton,Saranac River,Plattsburgh,May,1780,Brown Trout,8.7
2016,Onondaga,Skaneateles Lake,Spafford,April,9000,Landlocked Salmon,7.1
2016,Monroe,Lake Ontario,Irondequoit,May,15520,Brown Trout,8.1
2015,Clinton,Dry Mill Brook,Peru and Ausable,April,640,Brown Trout,8
2014,Essex,Courtney Pond,North Hudson,May,30,Brown Trout,9.2
2015,Ontario,Canadice Lake,Canadice,April,4280,Brown Trout,8.8
2017,Niagara,Lake Ontario,Wilson,May,20630,Brown Trout,7
2013,Franklin,Tupper Lake,Altamont,April,7220,Lake Trout,7.2
2012,Suffolk,Hards Lake,Brookhaven,April,200,Brown Trout,13.5
2016,Clinton,Saranac River,Plattsburgh,June,39276,Landlocked Salmon,2.8
2011,Dutchess,Swamp River,Dover,March,510,Brown Trout,8.5
2015,Onondaga,Jamesville Reservoir,Lafayette,September,1700,Tiger Muskellunge,9.3
2014,Herkimer,Fourth Lake,Webb,June,3000,Landlocked Salmon,8.1
2018,Dutchess,Sylvan Lake,Beekman,April,1740,Brown Trout,9
2013,Niagara,Lower Niagara River,Porter,May,10000,Steelhead,6
2015,Delaware,Beaver Kill,Colchester,April,430,Brown Trout,13
2017,Cattaraugus,Red House Brook,Red House,April,910,Brown Trout,9
2013,Allegany,Genesee River,Wellsville,May,950,Brown Trout,8.9
2018,Herkimer,Buck Pond,Webb,October,400,Brook Trout,4.6
2017,Cattaraugus,Bone Run,South Valley,April,250,Brown Trout,8.4
2017,Essex,Lilypad Pond,Ticonderoga,October,200,Brook Trout,4.1
2011,Suffolk,Upper Lake,Brookhaven,May,250,Brown Trout,8.8
2013,Herkimer,Razorback Pond,Webb,October,400,Brook Trout,4
2018,Essex,Munson Pond,North Hudson,May,170,Brown Trout,8.2
2015,Essex,Durgan Brook,Chesterfield,July,400,Brook Trout,8
2014,Suffolk,Belmont Lake,Babylon,March,100,Brown Trout,13.3
2016,Dutchess,Wappingers Creek,Poughkeepsie,March,640,Brown Trout,13.6
2015,Essex,Mill Brook,Moriah,May,1630,Brown Trout,8.1
2017,Ulster,Rondout Creek,Wawarsing,April,1240,Brown Trout,8.9
2016,Westchester,Croton River,Cortlandt,March,100,Brown Trout,13.5
2013,Essex,Grizzle Ocean,Ticonderoga,September,1000,Brook Trout,4.4
2016,Suffolk,East Lake,Brookhaven,April,260,Brown Trout,8.9
2015,Putnam,Croton River West Branch,Kent,March,100,Brown Trout,13.2
2012,Monroe,Lake Ontario,Webster,May,23950,Brown Trout,8.5
2011,Suffolk,Carlls River,Babylon,March,80,Brown Trout,8.8
2014,Oneida,Sauquoit Creek,New Hartford,April,1140,Brown Trout,8
2016,Hamilton,Limekiln Lake,Inlet,January,1820,Splake,9
2013,Westchester,Pocantico River,Mount Pleasant,April,440,Brown Trout,8.7
2012,Columbia,Roeliff Jansen Kill,Clermont,April,680,Brown Trout,13.3
2011,St Lawrence,Horseshoe Lake,Piercefield,September,1300,Tiger Muskellunge,9.4
2011,Lewis,Black River,"Leyden, Lyonsdale",June,5600,Rainbow Trout,7.8
2011,Hamilton,Lake Pleasant,Lk Pleasant,August,29000,Walleye,4.4
2014,Lewis,Edick Creek,NA,June,500,Brook Trout,10
2013,Clinton,Saranac River,Black Brook,May,3800,Rainbow Trout,8.4
2017,Wyoming,East Koy Creek,Gainesville,May,6440,Brown Trout,9.2
2017,Lewis,Quarry Pond,Diana,May,200,Rainbow Trout,9
2015,Franklin,Salmon River,Malone,June,4500,Rainbow Trout,9.8
2017,Oneida,Black River,Forestport,June,1150,Brook Trout,8
2016,Hamilton,Franks Pond,Arietta,January,200,Brook Trout,5
2013,Niagara,Lake Ontario,Newfane,May,40270,Lake Trout,6.9
2014,Allegany,Allen Lake,Allen,April,500,Brown Trout,13.3
2011,Fulton,Stewart Lake,Caroga,October,800,Brook Trout,4.8
2013,Delaware,Charlotte Creek,Davenport,April,620,Brown Trout,8.5
2017,Ulster,Verkeeder Kill,Shawangunk,April,660,Brown Trout,8.9
2018,Suffolk,Upper Lake,Brookhaven,April,150,Brown Trout,13
